review,rating
Amaxing device,1
Echo Dot is a wonderful invention. We love it. Alexa is so smart.,1
The ease in installing,1
The menu''s are cumbersome to get your apps set up.,1
I like it as an Alexa device but its small.,0
Not very useful,0
"""This is my first digital assistant so I'm giving this a good review. Speaker is really good for the cheap price on Prime day. Fun to play with and can be used as an alarm clock (That's what I was going to get in the first place, but I ended up with Echo). If you haven't had a go with one then definitely try it!What I like best is the number of other devices that it can connect with. My purchase came with a Smart Plug for $10 which I connect my lamp to. Alexa, turn of the lights!""",1
Works and sounds great.,1
more compact and a bit better than the original,1
"""It talks to me, plays the type of music i want to listen to, and even turns off when I ask if to.""",1
"""Love my dots.  Easy to use.  I have two plus the Echo Spot.  One of my favorite features is the ability to listen to music ... AMAZON, IHeart Radio, Pandora.""",1
I have had Alexa since the beginning.  I accidentally spilled water on her and have replaced it with the 2nd generation.  I decided I couldn't be without an Echo.  Setup was easy and had it working within minutes.,1
"""Very helpful for playing music, setting alarms, and talking to you when you are lonely.""",1
I got this for my mom . She loves it !,1
"""Handy if you don't expect much out of it much """"dumber"""" than the assistant in my phone.""",1
Love all my Echo products. I like the video phone feature on this. Can check in on our cat when on vacation.,1
Works very well for Amazon and Netflix but will not a let all viewing platforms like VUDU. It also will shut down if HULU is played for more than a couple minutes and yes I have it directly plugged into the wall so low power source is not an issue (even checked outlet voltage) an issue which is typically the answer you get for that issue.over all the quality of the picture is quiet well and is a user friendly platform to use If they would fix those two issues I would have one on every tv in the house but as it sits this will be our only one. to bad to because I relay like amazon products and having Alexa is always nice,0
Love it!,1
"""Love warehouse buys. If this was just in good used condition, then new must be newer than new. Seriously, this one was perfect, not a mark on it anywhere. Great buy!""",1
I use it primarily to play music.  It works wonderfully!  Still getting used to some of the many things it will do.  Amazon has sent several tips since I got it. Thanks for all your help!,1
Nice product,1
We have a few echos already. Went for this one in refurbished to save a few bucks. It works great. I love this new generation one because it has a rubber bottom - nice.,1
"""Makes turning on and off things in the house so simple. Great for little updates as well, like checking the weather and such.""",1
"""I?m still learning how to use the Echo, but so far I love it!""",1
The echo part works fine.  The hue hub is a disaster.  It worked for a few months and then nothing.  I spent 2 hours on the phone with tech support one =y to have to send it in for repair.  I am now trying to reconnect my lights.  What a pain.  I am having to reset each light bulb.  It can take up to 5 times to get it to reset.  I have spent hours on this.  I will say customer service was friendly and tried to be helpful.  Stick with the echo and smart plugs for lamps.,0
"""I'm finding more and more uses for this all the time. It keeps me informed with news and weather, I can get a daily Bible verse, and have it play music. New skills are added all the time. The future is here!""",1
"""Just like new, set-up was quick & easy.""",1
this is my 2nd echo dot and it is working just as i want it to.  i have it in the bedroom and i par it with a small blue tooth speaker.  last nite i went to sleep with sounds of a thunderstorm as provided by my echo dot.  i am planning to have the dot turn my bedroom lamps on when i receive the smart plugs that i ordered.,1
